sep=|
02:30 horas (UTC-6)
lunes 7 de diciembre de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
445|0|100.0000|441|4|37.6669

ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PVEM|PT|NUEVA_ALIANZA|MORENA|PARTIDO_HUMANISTA|ENCUENTRO_SOCIAL|PAN_PANAL|PRI_PVEM|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
1|AGUASCALIENTES|1|JESUS MARIA|437|1|C|0|2|2|436|213|222|102|54|3|15|30|9|0|1|4|0|Sin dato|4|222|638| |1| |ab64c23bd858570f3957c7343e4f932b88d5cb6f0cb059a1ad3477876dc54ede|2015-12-06 23:05:00.000|2015-12-06 23:50:02.531|2015-12-06 23:50:03.581|
1|AGUASCALIENTES|1|JESUS MARIA|437|2|C|0|2|2|422|228|235|103|43|3|27|38|5|0|0|10|2|0|4|235|637| |1| |1119204f3767eebd3733aaa4e10c2bb2d29e4914c8ba2ce140602786761c73af|2015-12-06 23:05:00.000|2015-12-06 23:50:09.758|2015-12-06 23:50:13.935|
1|AGUASCALIENTES|1|JESUS MARIA|438|1|B|0|1|2|387|311|320|113|113|5|4|59|4|4|4|5|2|0|7|320|687| |1| |15def622a5ec49a626bfc0469562ea50db1097af879d9f06f18f3cac11ff6c52|2015-12-06 23:04:00.000|2015-12-06 23:41:22.186|2015-12-06 23:41:25.556|
1|AGUASCALIENTES|1|JESUS MARIA|439|1|B|0|1|2|390|195|205|88|49|8|16|19|12|2|2|3|3|0|3|205|575| |1| |875fc1ab155277f5d64fdf1aafd80f4176ec523c239452013c935663dbd07232|2015-12-06 23:09:00.000|2015-12-07 00:20:07.157|2015-12-07 00:20:10.170|
1|AGUASCALIENTES|1|JESUS MARIA|439|1|C|0|1|2|368|222|227|89|66|11|18|24|8|0|1|2|2|0|6|227|575| |1| |76b15ed55e98a7ade4aaf7c8884221b916fc67dd9bb42d693cdde3c4efbb4e42|2015-12-06 23:04:00.000|2015-12-06 23:45:20.426|2015-12-06 23:45:23.814|
1|AGUASCALIENTES|1|JESUS MARIA|439|2|C|0|1|2|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|0|574| |1| |05bfdf9dec9629c9b2038aff10b1821d7be4b3bc48d8492cecee168f8118e144|2015-12-06 23:03:00.000|2015-12-06 23:48:17.819|2015-12-06 23:48:20.923|
1|AGUASCALIENTES|1|JESUS MARIA|440|1|B|0|2|2|455|270|275|108|70|6|21|34|7|3|5|8|2|1|10|275|730| |1| |a42c37895a108abb496b1e8cdb0f9f16980310575d5d828f5ea1e376065d3572|2015-12-06 23:08:00.000|2015-12-06 23:53:11.521|2015-12-06 23:53:14.274|
1|AGUASCALIENTES|1|JESUS MARIA|440|1|C|0|2|2|497|252|252|94|74|2|24|28|6|2|1|5|5|0|11|252|729| |1| |37090d39679598d40fa33a6bb57ca7cf45678868e4cd54f1ec6f0a0d4a8bf4e2|2015-12-06 23:06:00.000|2015-12-06 23:45:03.589|2015-12-06 23:45:06.360|
1|AGUASCALIENTES|1|JESUS MARIA|440|2|C|0|2|2|505|237|244|97|51|3|24|46|7|2|1|3|3|0|7|244|729| |1| |91289e50ae31050afa3538eeb6c62111dff9f58dfe7a089e7ca3dfd2f06ac116|2015-12-06 23:08:00.000|2015-12-07 00:25:01.321|2015-12-07 00:25:04.174|
1|AGUASCALIENTES|1|JESUS MARIA|440|3|C|0|2|2|499|244|250|103|58|3|18|38|14|4|1|4|1|0|6|250|729| |1| |e20d67e28254f4109de7cb5e2ed1f0a85c354a307756066e49ce1f88cacda920|2015-12-06 23:05:00.000|2015-12-06 23:41:12.107|2015-12-06 23:41:14.909|
1|AGUASCALIENTES|1|JESUS MARIA|440|4|C|0|2|2|527|217|222|105|49|2|12|27|10|2|1|2|1|0|11|222|729| |1| |51832cc3449f79bb95aa6bd55e39ca2a16f23c96d2c601d442b465a36d3ecaae|2015-12-06 23:06:00.000|2015-12-06 23:44:26.106|2015-12-06 23:44:28.895|
1|AGUASCALIENTES|1|JESUS MARIA|440|5|C|0|2|2|502|237|247|79|83|4|24|34|2|5|1|3|0|0|12|247|729| |1| |15428335586a3b10ecd69327784a235bedbec840e6da53478d197fe711210b49|2015-12-06 23:07:00.000|2015-12-06 23:51:58.144|2015-12-06 23:52:01.032|
1|AGUASCALIENTES|1|JESUS MARIA|440|6|C|0|2|2|508|233|241|92|69|5|15|32|4|3|1|7|2|1|10|241|729| |1| |e8ddc471e275209f5d8b8c5643ad59dd612e3dc61bbfdf20d42c9a28ff8c976e|2015-12-06 23:06:00.000|2015-12-06 23:46:11.362|2015-12-06 23:46:13.556|
1|AGUASCALIENTES|1|JESUS MARIA|440|7|C|0|2|2|505|237|244|84|74|6|16|35|6|2|2|4|6|0|9|244|729| |1| |d524c3d4b3f4f15603308580440b976b21b8c54c7fb73195c9ace25cbd938388|2015-12-06 23:08:00.000|2015-12-07 00:21:27.156|2015-12-07 00:21:30.224|
1|AGUASCALIENTES|1|JESUS MARIA|441|1|B|0|1|2|322|182|188|73|52|3|11|33|2|4|0|4|0|Sin dato|6|188|490| |1| |d65477e5578f13755b45cb52ecd10cfc319337483c970cf1ed91dfd44fedf79f|2015-12-06 23:03:00.000|2015-12-06 23:40:02.134|2015-12-06 23:40:05.404|
1|AGUASCALIENTES|1|JESUS MARIA|441|1|C|0|1|2|333|0|176|75|44|2|10|33|1|2|0|3|2|0|4|176|489| |1| |b3435291d8c26f1aceb21499dec1d0d85560f8d8f6e315811cca4936488a5f47|2015-12-06 23:09:00.000|2015-12-07 00:22:40.994|2015-12-07 00:22:42.168|
1|AGUASCALIENTES|1|JESUS MARIA|442|1|B|0|2|2|443|183|191|101|40|3|15|17|3|0|0|5|1|Sin dato|6|191|614| |1| |803637875f82942446699b73e97f904e47d207c178d0732ea89bbc4579bb684d|2015-12-06 22:29:00.000|2015-12-06 22:55:55.878|2015-12-06 22:55:59.024|
1|AGUASCALIENTES|1|JESUS MARIA|442|1|C|0|2|2|466|156|168|88|28|2|22|21|0|0|1|2|2|0|3|169|614| |1| |685659b9399017b7553aee7eee2a4f7681892155af7dd5ae1a46797c4308cdc3|2015-12-06 22:27:00.000|2015-12-06 22:52:06.909|2015-12-06 22:52:10.176|
1|AGUASCALIENTES|1|JESUS MARIA|442|2|C|0|2|2| | | | | | | | | | | | | | | | |613|Sin acta(3)|0| | | | | |
1|AGUASCALIENTES|1|JESUS MARIA|443|1|B|0|2|2|374|242|242|58|101|9|41|14|6|0|2|1|4|0|6|242|596| |1| |7f3c54bbb8fe5503ca53dcedede9ddcc85aa9a93f244d7af7af9742b163a8eff|2015-12-06 22:25:00.000|2015-12-06 22:47:48.573|2015-12-06 22:47:50.124|
1|AGUASCALIENTES|1|JESUS MARIA|443|1|C|0|2|2|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|0|596| |1| |6e5da1bca328c0d8864e4b10477b7b7672511e0d8ff497f678193bf66d487d54|2015-12-06 22:31:00.000|2015-12-06 22:58:38.908|2015-12-06 22:58:41.843|
1|AGUASCALIENTES|1|JESUS MARIA|443|2|C|0|2|2|Sin dato|Sin dato|Sin dato|57|116|12|32|12|3|2|4|4|3|0|2|247|595| |1| |99e7b8a394e28b6be0a9862abf2505f799755f033791fcf4d1dedc2a6f343e8c|2015-12-06 22:28:00.000|2015-12-06 22:54:13.523|2015-12-06 22:54:16.535|
1|AGUASCALIENTES|1|JESUS MARIA|444|1|B|0|2|2|192|235|244|35|159|4|23|5|1|0|3|2|6|Sin dato|6|244|416| |1| |dc1df56cd8054c475f563e30bfa6e6c0309b0083262c62c1179300ed07a29199|2015-12-06 22:29:00.000|2015-12-06 22:41:02.754|2015-12-06 22:41:04.091|
1|AGUASCALIENTES|1|JESUS MARIA|444|1|C|0|2|2|212|219|224|36|139|5|25|4|2|0|1|2|3|0|7|224|416| |1| |b161edd35dd35b3f707d77bd81582b5d902d2c2719fff6fc87ff9c57d8d3a0ec|2015-12-06 22:27:00.000|2015-12-06 22:54:35.379|2015-12-06 22:54:38.430|
1|AGUASCALIENTES|1|JESUS MARIA|445|1|B|0|2|2|414|217|222|86|74|4|20|21|2|1|2|6|2|0|4|222|616| |1| |6d73cdbaaaf2b647ed7798e7c8f79e4e85fbf0e10cc80a07a3aca33a6b980c63|2015-12-06 22:32:00.000|2015-12-06 23:03:14.301|2015-12-06 23:03:16.815|
1|AGUASCALIENTES|1|JESUS MARIA|445|1|C|0|2|2|384|249|252|89|103|4|24|16|2|Sin dato|Sin dato|2|7|Sin dato|5|252|616| |1| |7034306118d057872c977661b533563d5fb8e6660f3cf309ebd31fbd762e738c|2015-12-06 22:24:00.000|2015-12-06 22:49:58.412|2015-12-06 22:50:01.600|
1|AGUASCALIENTES|1|JESUS MARIA|445|2|C|0|2|2|407|226|229|89|70|10|18|23|0|0|3|6|2|0|8|229|616| |1| |5a020c30086ed5d8e74f76c68500a833fe319cd6128462568bc814b506543f95|2015-12-06 22:29:00.000|2015-12-06 22:57:12.703|2015-12-06 22:57:14.544|
1|AGUASCALIENTES|1|JESUS MARIA|446|1|B|0|2|2|442|257|270|127|70|16|17|19|0|1|6|5|1|0|8|270|692| |1| |da08ff3dd2b553da3dc1da9deadf3048746fe168c481c6f9537eff274225096a|2015-12-06 22:27:00.000|2015-12-06 22:52:21.370|2015-12-06 22:52:24.618|
1|AGUASCALIENTES|1|JESUS MARIA|446|1|C|0|2|2|473|234|245|114|63|11|16|19|3|1|2|7|1|1|7|245|691| |1| |7cd4cb66285148c4d3cffe221eef363f8b55e797fe2456dd446a34b711dc0605|2015-12-06 22:26:00.000|2015-12-06 22:53:13.015|2015-12-06 22:53:16.230|
1|AGUASCALIENTES|1|JESUS MARIA|447|1|B|0|2|2|476|225|238|114|41|5|13|33|11|1|1|5|1|0|13|238|694| |1| |5216c2f6ff216bb3109949b48c93e13d4e4a1b0fd6529c1fff3941951df02eae|2015-12-06 22:28:00.000|2015-12-06 22:56:21.610|2015-12-06 22:56:24.943|
1|AGUASCALIENTES|1|JESUS MARIA|447|1|C|0|2|2|493|218|221|101|44|10|31|20|3|2|0|3|0|0|7|221|694| |1| |b508a3bb8edcf672104a264e5c04dde5e6ff08fe22e4b0699adbd0847717b55c|2015-12-06 22:26:00.000|2015-12-06 22:50:32.206|2015-12-06 22:50:36.295|
1|AGUASCALIENTES|1|JESUS MARIA|447|2|C|0|2|2|445|256|269|113|48|4|38|30|16|1|0|9|3|0|7|269|694| |1| |440e81247b53d0e0bdf7033507f4bcfb9c67ed8cd47fbdec60e94a26042267a2|2015-12-06 22:26:00.000|2015-12-06 22:50:32.510|2015-12-06 22:50:35.410|
1|AGUASCALIENTES|1|JESUS MARIA|448|1|B|0|2|2|335|210|212|80|88|4|9|18|1|1|3|3|3|0|2|212|527| |1| |a53be293f81c20c4f0d3d5da3c1e733c830eb82ed201dd8789f14b4351847e87|2015-12-06 23:06:00.000|2015-12-06 23:48:00.952|2015-12-06 23:48:02.191|
1|AGUASCALIENTES|1|JESUS MARIA|448|1|C|0|2|2|342|205|205|74|81|8|12|16|2|1|1|3|2|0|5|205|527| |1| |f96d7427ddca32e7ac02ef49d03ef2d8dba92e02f39c7696ddeaa4795f5d9795|2015-12-06 23:07:00.000|2015-12-07 00:16:27.485|2015-12-07 00:16:29.648|
1|AGUASCALIENTES|1|JESUS MARIA|449|1|B|0|2|2|514|172|184|68|53|3|27|14|1|4|3|2|2|0|7|184|678| |1| |eac54967355dfe5298c0395ef0e0496b0ec9eaf9a9184455e8538c645dbca8b2|2015-12-06 23:08:00.000|2015-12-06 23:52:01.481|2015-12-06 23:52:03.243|
1|AGUASCALIENTES|1|JESUS MARIA|449|1|C|0|2|2|536|162|162|48|55|6|18|18|2|2|0|3|1|0|9|162|678| |1| |5cce1b8be18c95c9a3da421f9d43d4c7893131ccdcfaafd5545fb2658f581f01|2015-12-06 23:07:00.000|2015-12-07 00:15:33.354|2015-12-07 00:15:34.531|
1|AGUASCALIENTES|1|JESUS MARIA|449|2|C|0|2|2|475|195|203|74|67|3|22|15|3|3|1|3|0|0|12|203|678| |1| |3f012eac82a109d35fde41c8d5600b63cb322d008a7bf42e24623a4abf25461e|2015-12-06 23:06:00.000|2015-12-06 23:45:56.937|2015-12-06 23:45:59.718|
1|AGUASCALIENTES|1|JESUS MARIA|450|1|B|0|2|2|412|159|164|47|58|2|30|11|1|2|1|2|2|1|7|164|556| |1| |0e6b815e01a5f9ae7f1de3270fd96eacfd47c45ba29bb0c1f9656be370814a7d|2015-12-06 23:05:00.000|2015-12-06 23:42:20.363|2015-12-06 23:42:21.740|
1|AGUASCALIENTES|1|JESUS MARIA|450|1|C|0|2|2|424|146|152|36|78|3|10|11|2|0|0|1|2|0|9|152|556| |1| |5e4ed6bf45402e85d397de5deb9266a6df95337beedd90ed7c85bdc7233288b5|2015-12-06 23:06:00.000|2015-12-06 23:51:08.726|2015-12-06 23:51:10.225|
1|AGUASCALIENTES|1|JESUS MARIA|451|1|B|0|2|2|Sin dato|Sin dato|Sin dato|48|76|2|38|6|3|3|2|1|0|0|8|187|625| |1| |53b55a554f454f7608898157720801b96e4d2f562654ee439b8d5d1651477c70|2015-12-06 23:05:00.000|2015-12-06 23:43:31.987|2015-12-06 23:43:35.118|
1|AGUASCALIENTES|1|JESUS MARIA|452|1|B|0|2|2|286|331|339|122|84|3|67|41|5|2|2|5|2|0|6|339|605| |1| |5c808cf73574c5674a4a36a0da276ea4d6e258589b1b1fe8e12a8b725413c9bd|2015-12-06 22:35:00.000|2015-12-06 23:29:21.530|2015-12-06 23:29:25.133|
1|AGUASCALIENTES|1|JESUS MARIA|452|1|C|0|2|2|286|334|338|119|90|2|80|31|4|1|2|5|1|0|3|338|604| |1| |f981133a3402562bbff6bdb8687bde412682edbabe234d8fd900c06c5fc78c63|2015-12-06 22:38:00.000|2015-12-06 23:13:26.102|2015-12-06 23:13:29.294|
1|AGUASCALIENTES|1|JESUS MARIA|453|1|B|0|2|2|288|374|378|143|111|17|52|35|2|1|6|1|1|0|9|378|646| |1| |3a3ebf91323b7065270b26bcfbc85d434e8d3c2ec23cdbbbdaaae38a8f231c1b|2015-12-06 22:38:00.000|2015-12-06 23:14:04.358|2015-12-06 23:14:07.608|
1|AGUASCALIENTES|1|JESUS MARIA|453|1|C|0|2|2|277|384|389|135|112|8|52|56|3|0|8|2|0|0|13|389|646| |1| |1e1b15641b3b769fdfa1f385a63f3c9663e2216c9556b139b850d9eed036af0a|2015-12-06 22:40:00.000|2015-12-06 23:15:17.053|2015-12-06 23:15:20.009|
1|AGUASCALIENTES|1|JESUS MARIA|454|1|B|0|2|2|313|396|406|134|101|6|93|32|12|3|10|3|1|0|11|406|683| |1| |7a0811c794c485a9fb971ff46484b61595852b075c83f3f92c00319338661447|2015-12-06 22:38:00.000|2015-12-06 23:14:18.576|2015-12-06 23:14:21.661|
1|AGUASCALIENTES|1|JESUS MARIA|454|1|C|0|2|2|276|419|426|167|121|6|83|35|4|2|1|1|1|0|5|426|682| |1| |6d4f604841f7a1d61a210367f2109d3a40f8b7f5ed3f655d9dda6e0a17ab4680|2015-12-06 22:39:00.000|2015-12-06 23:16:06.657|2015-12-06 23:16:09.841|
1|AGUASCALIENTES|1|JESUS MARIA|455|1|B|0|2|2|133|189|194|54|45|2|68|15|1|2|2|3|0|0|2|194|307| |1| |d50b39edb1a7c9bd1b15712e8890cc93d00fbba080677661f4abaeaeef2ce173|2015-12-06 22:35:00.000|2015-12-06 23:12:09.013|2015-12-06 23:12:10.830|
1|AGUASCALIENTES|1|JESUS MARIA|456|1|B|0|2|2|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|0|339| |1| |92a9cf3c1302a50104e1505eb26fd47fbd24713c44980a1ac245cf3d3ad3e4ec|2015-12-06 22:35:00.000|2015-12-07 00:51:00.458|2015-12-07 00:51:03.318|
1|AGUASCALIENTES|1|JESUS MARIA|457|1|B|0|2|2|332|432|434|129|134|4|75|69|3|1|3|3|2|0|11|434|746| |1| |b2436d53ce8a179243aa7063b472edf3a997615558cfedae86279b0a71fd6bef|2015-12-06 22:37:00.000|2015-12-06 23:15:23.444|2015-12-06 23:15:26.809|
1|AGUASCALIENTES|1|JESUS MARIA|458|1|B|0|2|2|286|321|328|114|105|6|63|23|0|0|1|3|3|0|10|328|594| |1| |37809fdf499dcb0e08b18884e83be83a762b73511c469c09b5de1121c5460ef1|2015-12-06 22:37:00.000|2015-12-06 23:11:33.215|2015-12-06 23:11:36.771|
1|AGUASCALIENTES|1|JESUS MARIA|458|1|C|0|2|2|229|289|297|109|106|5|55|10|1|0|1|6|2|0|2|297|506| |1| |1769b9266b76751424307a7c4afecb61e26854f2bdfa2568ba0b21149f044828|2015-12-06 22:38:00.000|2015-12-06 23:14:10.869|2015-12-06 23:14:13.932|
1|AGUASCALIENTES|1|JESUS MARIA|460|1|B|0|2|2|371|382|382|167|136|5|33|22|0|0|0|9|2|0|8|382|733| |1| |8fc8c95b97ccb48af97281bab027771565fa35941922135a00b4138164dbb7fb|2015-12-06 22:55:00.000|2015-12-06 23:15:54.757|2015-12-06 23:15:58.099|
1|AGUASCALIENTES|1|JESUS MARIA|460|1|C|0|2|2|371|380|381|144|152|4|24|28|2|0|2|5|8|0|12|381|732| |1| |b0ef4a9444381c1ab236c4b93d32cba81776a288a618f00cf5bd68e00f5a599f|2015-12-06 22:10:00.000|2015-12-06 22:28:57.588|2015-12-06 22:28:59.884|
1|AGUASCALIENTES|1|JESUS MARIA|461|1|B|0|2|2|266|325|326|106|142|5|11|47|2|0|1|1|2|0|9|326|572| |1| |387a9867ba1c3a52281430e4db530a69caf532d1309671086940b6226acc7253|2015-12-06 22:11:00.000|2015-12-06 22:27:13.110|2015-12-06 22:27:16.281|
1|AGUASCALIENTES|1|JESUS MARIA|461|1|C|0|2|2|298|291|293|108|121|4|8|27|4|0|0|1|0|0|20|293|571| |1| |6a993c9e8b8b42716e18bcfd001a344e48d0a70a7a984c24e7a589afcd3f1c17|2015-12-06 22:11:00.000|2015-12-06 22:28:12.863|2015-12-06 22:28:15.871|
1|AGUASCALIENTES|1|JESUS MARIA|461|2|C|0|2|2|265|315|318|112|153|3|11|19|0|0|1|5|3|0|11|318|571| |1| |199cb8b79cc215fcec002322b9c8bfaa425051970faecf91fbadcfe68c2b533a|2015-12-06 22:10:00.000|2015-12-06 22:32:46.322|2015-12-06 22:32:49.244|
1|AGUASCALIENTES|1|JESUS MARIA|462|1|B|0|2|2|221|340|341|112|153|3|19|28|4|1|1|3|4|0|13|341|542| |1| |8818ae31ed61b922c9452d2b657081946ee4554b9538b5a059f937baf1f18081|2015-12-06 21:58:00.000|2015-12-06 22:34:18.891|2015-12-06 22:34:22.230|
1|AGUASCALIENTES|1|JESUS MARIA|462|1|C|0|2|2|227|Ilegible|332|147|110|1|25|33|1|0|0|3|3|0|9|332|542| |1| |62f5385780a3e58277fb806594d205a56dd783b0881f395608840d656aa96a3c|2015-12-06 21:59:00.000|2015-12-06 22:09:43.236|2015-12-06 22:09:46.207|
1|AGUASCALIENTES|1|JESUS MARIA|462|2|C|0|2|2|214|347|348|135|146|5|22|21|1|3|2|2|3|0|8|348|542| |1| |ccf8073191a9035f034dc1ca8647a1303023cfe7433a715d8538a00f8a9a1fe1|2015-12-06 21:58:00.000|2015-12-06 22:06:41.904|2015-12-06 22:06:44.067|
1|AGUASCALIENTES|1|JESUS MARIA|463|1|B|0|2|2|323|424|425|122|176|6|72|26|1|0|0|4|3|2|13|425|728| |1| |60796f7394f9208097509a978393efe16ffbae8079db82d32be667e8021f592e|2015-12-06 22:10:00.000|2015-12-07 00:51:30.236|2015-12-07 00:51:31.400|
1|AGUASCALIENTES|1|JESUS MARIA|463|1|C|0|2|2|396|352|352|106|146|8|61|17|3|0|0|0|7|0|4|352|728| |1| |07e828053b7ef7263bee427da6760a283e04561b5b539d038ad09f37eca54f58|2015-12-06 22:11:00.000|2015-12-06 22:27:57.743|2015-12-06 22:28:00.194|
1|AGUASCALIENTES|1|JESUS MARIA|464|1|B|0|2|2|193|376|376|129|159|8|45|23|1|0|0|3|4|0|4|376|549| |1| |6c0ef24125b3b9f0afbc6575f9df375b0afedaa1f7e6026e5f390b65d10d81bd|2015-12-06 21:57:00.000|2015-12-06 22:02:45.466|2015-12-06 22:02:47.535|
1|AGUASCALIENTES|1|JESUS MARIA|464|1|C|0|2|2|194|375|375|136|142|4|37|37|2|3|0|2|5|0|7|375|549| |1| |449fe39afcc3a868d7b2184bff0e0162855f675f021ffb37728b4b2e98cc516e|2015-12-06 21:58:00.000|2015-12-06 22:24:30.050|2015-12-06 22:24:36.989|
1|AGUASCALIENTES|1|JESUS MARIA|464|2|C|0|2|2|237|329|330|100|135|7|46|19|0|3|7|6|2|0|11|336|548| |1| |5e86c9c59582bc6d60276ee12c4f3f07105bd1a2e2e4d379e90a402617649c28|2015-12-06 22:00:00.000|2015-12-06 22:12:22.849|2015-12-06 22:12:26.135|
1|AGUASCALIENTES|1|JESUS MARIA|465|1|B|0|2|2|254|313|Sin dato|92|141|2|51|7|1|2|1|4|5|0|10|316|550| |1| |4569dd748327d1859ae5aaa3093f36c45347696447632f17a3f0f0448cf96dff|2015-12-06 21:58:00.000|2015-12-06 22:06:17.965|2015-12-06 22:06:19.259|
1|AGUASCALIENTES|1|JESUS MARIA|466|1|B|0|2|2|181|501|501|139|250|10|39|34|2|2|0|4|10|0|11|501|662| |1| |6a1e3c5cfa23dad863bbab734949da09bccd4e6abb439c1bcfb0ef1dff05089a|2015-12-06 22:11:00.000|2015-12-06 22:26:24.089|2015-12-06 22:26:27.507|
1|AGUASCALIENTES|1|JESUS MARIA|467|1|B|0|2|2|319|316|316|94|123|9|47|19|3|1|0|9|3|0|8|316|615| |1| |b80e00bfd359a416aec2c1f34a5147aacf004e183cce721bd2b1e0dcd31f1a59|2015-12-06 21:57:00.000|2015-12-06 22:05:10.274|2015-12-06 22:05:15.387|
1|AGUASCALIENTES|1|JESUS MARIA|467|1|C|0|2|2|309|325|325|76|137|9|39|36|6|0|0|8|6|0|8|325|614| |1| |403305150ba48c42c931296e827072f4beffda3ed7a17c3a0171708613ce5d2b|2015-12-06 21:58:00.000|2015-12-06 22:11:07.442|2015-12-06 22:11:10.548|
1|AGUASCALIENTES|1|JESUS MARIA|467|2|C|0|2|2|311|323|323|85|156|8|25|34|2|1|1|5|5|0|1|323|614| |1| |4683657757572b5c3f6c9517589df74e9e3adb579d530a39398fb323a6638d08|2015-12-06 21:58:00.000|2015-12-06 22:39:05.381|2015-12-06 22:39:08.892|
1|AGUASCALIENTES|1|JESUS MARIA|468|1|B|0|2|2|278|450|450|124|243|1|19|32|0|1|1|11|3|Sin dato|15|450|708| |1| |fe247229d33fa5b7a496738b573850e34d35e39f2983a1822389e752fd839b6a|2015-12-06 21:59:00.000|2015-12-06 22:09:21.605|2015-12-06 22:09:23.687|
1|AGUASCALIENTES|1|JESUS MARIA|469|1|B|0|2|2|257|375|376|150|111|17|31|52|5|1|0|3|1|1|4|376|613| |1| |646b577b288269d2734dd62e53c525db56710a4267a630860b66c7da2e9b50dc|2015-12-06 21:59:00.000|2015-12-06 22:14:42.452|2015-12-06 22:14:45.448|
1|AGUASCALIENTES|1|JESUS MARIA|469|1|C|0|2|2|303|330|330|137|104|9|25|38|3|0|0|8|3|0|3|330|613| |1| |481ec581b58e1345966526790a2599fc8f57a330536a7cf0fd815213eee2b912|2015-12-06 21:57:00.000|2015-12-06 22:01:21.454|2015-12-06 22:01:24.460|
1|AGUASCALIENTES|1|JESUS MARIA|469|2|C|0|2|2|310|315|323|130|107|9|24|37|2|1|0|5|3|0|5|323|613| |1| |c6092fe922a62f77ece5bc4b8f6a5fe09e87d42e8d05f6fe2caf68c3cb04e4f0|2015-12-06 21:59:00.000|2015-12-06 22:07:22.677|2015-12-06 22:07:24.873|
1|AGUASCALIENTES|1|JESUS MARIA|469|3|C|0|2|2|285|348|348|139|108|9|16|50|5|1|0|4|5|0|11|348|613| |1| |ed4e06a2998253079eca6b0246ec655f5458463665103044a79f399f91833154|2015-12-06 21:56:00.000|2015-12-06 22:02:25.920|2015-12-06 22:02:28.909|
1|AGUASCALIENTES|1|JESUS MARIA|470|1|B|0|2|2|373|294|300|124|107|2|14|22|8|2|5|6|1|1|8|300|653| |1| |bd400bdccc6d68d298ad03ad5c53dba459731816e583cc328e4ce0bbf2f98e17|2015-12-06 22:53:00.000|2015-12-06 23:28:55.820|2015-12-06 23:28:58.661|
1|AGUASCALIENTES|1|JESUS MARIA|470|1|C|0|2|2|372|297|300|124|95|2|18|22|8|1|7|4|4|0|15|300|652| |1| |2f2806f6014b6b562a44ff66da7bdee7f7f51ce6d82decf41d6863685b613d8a|2015-12-06 22:47:00.000|2015-12-06 23:25:41.349|2015-12-06 23:25:42.909|
1|AGUASCALIENTES|1|JESUS MARIA|470|1|S|0|2|3|696|74|74|16|14|9|11|19|0|0|0|2|1|1|1|74|0| |1| |c64d77d889fd2ca66d31db6b2173065e43867a9fd53170e368de8b296e505f85|2015-12-06 22:53:00.000|2015-12-06 23:30:47.958|2015-12-06 23:30:51.466|
1|AGUASCALIENTES|1|JESUS MARIA|471|1|B|0|1|2|288|251|258|70|128|4|7|23|4|2|3|5|7|0|5|258|526| |1| |eb2be1438900546af059ca679bda6f22495ee919d619df70214c90adad317017|2015-12-06 22:48:00.000|2015-12-06 23:24:48.511|2015-12-06 23:24:52.612|
1|AGUASCALIENTES|1|JESUS MARIA|471|1|C|0|1|2|286|250|259|92|109|6|12|20|1|0|1|5|7|0|6|259|525| |1| |fb2dcb50d52e1af1a5d7a49c5c64a54d201031eb9ec9929894cd7d5d830d6a15|2015-12-06 22:47:00.000|2015-12-06 23:23:18.655|2015-12-06 23:23:20.489|
1|AGUASCALIENTES|1|JESUS MARIA|471|2|C|0|1|2|300|240|245|77|102|2|23|19|3|2|1|5|4|0|7|245|525| |1| |054d100ec9704c459323b43fbf7c4f35fe8302a732a7514d17a428c9a6766149|2015-12-06 22:49:00.000|2015-12-06 23:25:17.331|2015-12-06 23:25:20.596|
1|AGUASCALIENTES|1|JESUS MARIA|472|1|B|0|1|2|377|330|343|121|129|1|27|33|6|2|4|7|3|0|10|343|700| |1| |39ae0f3cc032698797a4333721f655f5d4646fd3719e9e2cf5ef62ae4d6e70f7|2015-12-06 22:50:00.000|2015-12-06 23:25:44.009|2015-12-06 23:25:46.876|
1|AGUASCALIENTES|1|JESUS MARIA|472|1|C|0|1|2|396|315|323|120|116|4|22|29|6|6|3|5|3|0|9|323|699| |1| |09bcf8a475972748aab3638b735544caa61a2e9e13733a91175eaab006a1e7de|2015-12-06 22:45:00.000|2015-12-06 23:21:56.183|2015-12-06 23:21:59.202|
